feature,coef,annotation
K02080,1.902219035,Galactose metabolism
K01784,-1.104522587,Galactose metabolism
K01193,-1.052407401,Galactose metabolism
K07407,-1.25726107,Galactose metabolism
K01187,-0.895231278,Galactose metabolism
K01854,-1.276984508,Galactose metabolism
K01684,1.63770061,Galactose metabolism
K01182,-1.506238445,Galactose metabolism
K12308,-1.500101395,Galactose metabolism
K02773,-1.054709501,Galactose metabolism
K02744,-1.140740546,Galactose metabolism
K02786,-1.174425091,Galactose metabolism
K01220,-1.172870127,Galactose metabolism
K02788,-1.172870127,Galactose metabolism
K01819,-1.019555011,Galactose metabolism
K01635,-1.017423031,Galactose metabolism
K02774,-0.9594956824,Galactose metabolism
K02775,-0.9778308056,Galactose metabolism
K02746,-1.112067403,Galactose metabolism
K12111,-0.6792973758,Galactose metabolism
K02745,-0.9553511082,Galactose metabolism
K02747,-0.9559826574,Galactose metabolism
K00917,-1.120235535,Galactose metabolism
K00850,-0.9796311255,Glycolysis / Gluconeogenesis
K01624,-0.9234437243,Glycolysis / Gluconeogenesis
K01785,-0.9875310529,Glycolysis / Gluconeogenesis
K01803,-1.042179698,Glycolysis / Gluconeogenesis
K00873,-0.9686093702,Glycolysis / Gluconeogenesis
K01835,-1.001533584,Glycolysis / Gluconeogenesis
K00134,-0.9189092455,Glycolysis / Gluconeogenesis
K00927,-0.9895660054,Glycolysis / Gluconeogenesis
K01810,-0.989360781,Glycolysis / Gluconeogenesis
K01689,-1.007363399,Glycolysis / Gluconeogenesis
K01610,-0.9502497125,Glycolysis / Gluconeogenesis
K00016,-1.360587651,Glycolysis / Gluconeogenesis
K01834,-1.070167574,Glycolysis / Gluconeogenesis
K00382,-0.9131008676,Glycolysis / Gluconeogenesis
K06859,-1.786855349,Glycolysis / Gluconeogenesis
K00845,-0.9630126873,Glycolysis / Gluconeogenesis
K04072,-0.9110528691,Glycolysis / Gluconeogenesis
K01223,-0.9766450019,Glycolysis / Gluconeogenesis
K02777,-0.9166069978,Glycolysis / Gluconeogenesis
K00161,-1.065167495,Glycolysis / Gluconeogenesis
K00162,-1.064304185,Glycolysis / Gluconeogenesis
K00627,-0.8155646774,Glycolysis / Gluconeogenesis
K00001,-1.031401134,Glycolysis / Gluconeogenesis
K13953,-0.8316451334,Glycolysis / Gluconeogenesis
K02753,1.375078923,Glycolysis / Gluconeogenesis
K00918,-1.27479731,Glycolysis / Gluconeogenesis
K02791,1.459298948,Glycolysis / Gluconeogenesis
K13954,-0.7101382361,Glycolysis / Gluconeogenesis
K02779,-0.7948076549,Glycolysis / Gluconeogenesis
K01623,-1.166929918,Glycolysis / Gluconeogenesis
K00128,-1.158578218,Glycolysis / Gluconeogenesis
K01792,1.386811851,Glycolysis / Gluconeogenesis
K02750,-0.6776175165,Glycolysis / Gluconeogenesis
K00171,-1.316937138,Glycolysis / Gluconeogenesis
K02446,-0.7037434691,Glycolysis / Gluconeogenesis
K01895,-0.4722026722,Glycolysis / Gluconeogenesis
K04041,-0.9697202367,Glycolysis / Gluconeogenesis
K01596,-0.9981626859,Glycolysis / Gluconeogenesis
K00169,-1.031125691,Glycolysis / Gluconeogenesis
K00170,-1.031125691,Glycolysis / Gluconeogenesis
K00172,-1.031125691,Glycolysis / Gluconeogenesis
K11645,-0.4683912745,Glycolysis / Gluconeogenesis
K03655,-1.126879769,Homologous recombination
K03550,-0.9895660054,Homologous recombination
K03551,-0.9895660054,Homologous recombination
K03553,-0.989441938,Homologous recombination
K03584,-0.9900908222,Homologous recombination
K04066,-0.9895660054,Homologous recombination
K06187,-0.9895660054,Homologous recombination
K03629,-0.9919256839,Homologous recombination
K03581,-0.9966118263,Homologous recombination
K02686,1.018611159,Homologous recombination
K01439,-1.165777549,Lysine biosynthesis
K01714,-0.9408521655,Lysine biosynthesis
K01778,-0.9983127125,Lysine biosynthesis
K00215,-0.9862790049,Lysine biosynthesis
K01586,-0.9772144694,Lysine biosynthesis
K01928,-1.053556942,Lysine biosynthesis
K01929,-0.9895585105,Lysine biosynthesis
K00821,-0.9354099528,Lysine biosynthesis
K00841,-1.272684245,Lysine biosynthesis
K05822,-1.288774436,Lysine biosynthesis
K05823,-1.177775451,Lysine biosynthesis
K10206,-1.313984027,Lysine biosynthesis
K05825,-1.450348139,Lysine biosynthesis
K00674,-0.7170055091,Lysine biosynthesis
K03340,-0.9373389667,Lysine biosynthesis
K03555,-0.9859667721,Mismatch repair
K03572,-0.9859667721,Mismatch repair
K03601,-0.9946452118,Mismatch repair
K03602,-0.9897509145,Mismatch repair
K07456,-1.230447707,Mismatch repair
K01141,1.018611159,Mismatch repair
K03702,-0.9951377979,Nucleotide excision repair
K03703,-0.989331238,Nucleotide excision repair
K03723,-0.9894565291,Nucleotide excision repair
K03701,-1.03946775,Nucleotide excision repair
K03657,-1.02958999,Nucleotide excision repair
K01625,-1.162799165,Pentose phosphate pathway
K00874,-1.095835502,Pentose phosphate pathway
K08094,-1.82072563,Pentose phosphate pathway
K01619,-1.080614176,Pentose phosphate pathway
K00615,-1.004820717,Pentose phosphate pathway
K08093,-1.920184343,Pentose phosphate pathway
K00948,-1.068816373,Pentose phosphate pathway
K00852,-1.068512716,Pentose phosphate pathway
K01783,-0.9209681266,Pentose phosphate pathway
K01807,-1.07756839,Pentose phosphate pathway
K07404,-0.9565844879,Pentose phosphate pathway
K01839,-0.9118533167,Pentose phosphate pathway
K01621,-1.207121573,Pentose phosphate pathway
K01808,-0.7306888593,Pentose phosphate pathway
K00033,-0.8260906141,Pentose phosphate pathway
K00036,-0.8221843979,Pentose phosphate pathway
K03738,-1.182729769,Pentose phosphate pathway
K00616,-0.47824533,Pentose phosphate pathway
K01057,-1.018830492,Pentose phosphate pathway
K08483,-1.034235693,Phosphotransferase system (PTS)
K02761,-0.9987132983,Phosphotransferase system (PTS)
K02760,-0.9694246828,Phosphotransferase system (PTS)
K02759,-0.9590675229,Phosphotransferase system (PTS)
K02757,-1.065241633,Phosphotransferase system (PTS)
K13542,-1.675835636,Porphyrin and chlorophyll metabolism
K01749,-0.8369090933,Porphyrin and chlorophyll metabolism
K00768,-0.8554437335,Porphyrin and chlorophyll metabolism
K02233,-0.8442565285,Porphyrin and chlorophyll metabolism
K02231,-0.8411091519,Porphyrin and chlorophyll metabolism
K01845,-0.8122111641,Porphyrin and chlorophyll metabolism
K01698,-0.7923298599,Porphyrin and chlorophyll metabolism
K02492,-0.7963730668,Porphyrin and chlorophyll metabolism
K04720,-1.418328989,Porphyrin and chlorophyll metabolism
K03394,-1.466569346,Porphyrin and chlorophyll metabolism
K02227,-1.385624873,Porphyrin and chlorophyll metabolism
K02224,-1.415608582,Porphyrin and chlorophyll metabolism
K02226,-0.7983684619,Porphyrin and chlorophyll metabolism
K02188,-1.393298045,Porphyrin and chlorophyll metabolism
K02304,-1.400955487,Porphyrin and chlorophyll metabolism
K02232,-1.384548101,Porphyrin and chlorophyll metabolism
K06042,-1.381272194,Porphyrin and chlorophyll metabolism
K02189,-1.382909867,Porphyrin and chlorophyll metabolism
K05895,-1.442949561,Porphyrin and chlorophyll metabolism
K05936,-1.382928423,Porphyrin and chlorophyll metabolism
K05934,-1.373050552,Porphyrin and chlorophyll metabolism
K02190,-1.39228385,Porphyrin and chlorophyll metabolism
K01772,-0.7527328237,Porphyrin and chlorophyll metabolism
K00230,0.9769990206,Porphyrin and chlorophyll metabolism
K00798,-1.209200471,Porphyrin and chlorophyll metabolism
K02495,-0.6478605264,Porphyrin and chlorophyll metabolism
K02191,-1.135896458,Porphyrin and chlorophyll metabolism
K03399,-1.135896458,Porphyrin and chlorophyll metabolism
K01599,-0.6239453705,Porphyrin and chlorophyll metabolism
K00595,-1.161704732,Porphyrin and chlorophyll metabolism
K02303,-1.292117011,Porphyrin and chlorophyll metabolism
K01885,-0.5485168842,Porphyrin and chlorophyll metabolism
K09882,-1.138900265,Porphyrin and chlorophyll metabolism
K04032,0.725137647,Porphyrin and chlorophyll metabolism
K03594,-0.3728238539,Porphyrin and chlorophyll metabolism
K03101,-1.024894577,Protein export
K03075,-0.989598011,Protein export
K03106,-0.9888818394,Protein export
K03110,-0.9888818394,Protein export
K03217,-1.041139435,Protein export
K03100,-1.063092506,Protein export
K03076,-0.9946454174,Protein export
K03070,-0.9939624507,Protein export
K03210,-0.9264857291,Protein export
K03073,-0.9268899235,Protein export
K03071,0.8869448108,Protein export
K00527,-1.197963995,Purine metabolism
K00764,-1.05385411,Purine metabolism
K01515,-1.027846318,Purine metabolism
K01933,-1.002499937,Purine metabolism
K00602,-1.001103894,Purine metabolism
K01923,-0.9962930955,Purine metabolism
K01588,-0.9969033773,Purine metabolism
K01945,-0.9969033773,Purine metabolism
K11175,-0.9928918636,Purine metabolism
K00760,-1.054961232,Purine metabolism
K03040,-1.038486866,Purine metabolism
K01951,-1.010903339,Purine metabolism
K00088,-0.993038688,Purine metabolism
K00939,-0.9896096611,Purine metabolism
K01756,-0.9895620956,Purine metabolism
K01939,-0.9886137862,Purine metabolism
K02335,-0.9893812608,Purine metabolism
K02337,-0.9902635996,Purine metabolism
K02338,-0.9897886167,Purine metabolism
K02340,-0.9902584579,Purine metabolism
K02341,-0.9881734422,Purine metabolism
K02343,-0.9904703777,Purine metabolism
K03043,-0.9893820689,Purine metabolism
K03046,-0.9890428277,Purine metabolism
K03763,-1.282609126,Purine metabolism
K07816,-1.284198564,Purine metabolism
K02428,-1.002710145,Purine metabolism
K01524,-0.9436965043,Purine metabolism
K00942,-1.037227995,Purine metabolism
K02342,-1.001660072,Purine metabolism
K00759,-0.9859624998,Purine metabolism
K03816,-1.368857892,Purine metabolism
K00951,-0.9721170261,Purine metabolism
K01488,-0.9657804875,Purine metabolism
K03060,-0.9317773063,Purine metabolism
K01952,-1.00150675,Purine metabolism
K03048,-1.309193133,Purine metabolism
K01239,-1.188788786,Purine metabolism
K03784,-0.8853720407,Purine metabolism
K00364,-0.9204327739,Purine metabolism
K01486,-0.8840317062,Purine metabolism
K00526,-0.9065706016,Purine metabolism
K00525,-0.829142939,Purine metabolism
K00940,-0.7998261963,Purine metabolism
K01589,-0.8900875532,Purine metabolism
K00769,1.223790118,Purine metabolism
K10353,-1.33951547,Purine metabolism
K00962,-0.6781919181,Purine metabolism
K01081,-1.267783618,Purine metabolism
K01525,0.9624306058,Purine metabolism
K01428,-0.9444401441,Purine metabolism
K01430,-0.9427729299,Purine metabolism
K01429,-0.9430138245,Purine metabolism
K00958,-1.27445053,Purine metabolism
K03783,-1.233053958,Purine metabolism
K02339,0.8869448108,Purine metabolism
K01768,-1.381942494,Purine metabolism
K00856,-1.191613455,Purine metabolism
K00926,-0.6396971723,Purine metabolism
K00073,1.101157391,Purine metabolism
K01129,-0.5147907128,Purine metabolism
K03787,-0.4973886017,Purine metabolism
K00860,-0.4135353956,Purine metabolism
K02083,-0.5150933698,Purine metabolism
K00945,-1.117017468,Pyrimidine metabolism
K01955,-1.152885342,Pyrimidine metabolism
K00609,-1.124345041,Pyrimidine metabolism
K01956,-1.133186213,Pyrimidine metabolism
K01465,-1.092081708,Pyrimidine metabolism
K00762,-1.095165485,Pyrimidine metabolism
K01591,-1.086908244,Pyrimidine metabolism
K00876,-1.006049106,Pyrimidine metabolism
K01937,-0.9892945666,Pyrimidine metabolism
K09903,-0.9895660054,Pyrimidine metabolism
K00761,-0.9873428267,Pyrimidine metabolism
K01520,-0.986663574,Pyrimidine metabolism
K00560,-0.9887512548,Pyrimidine metabolism
K00384,-1.04688425,Pyrimidine metabolism
K01493,-1.324447636,Pyrimidine metabolism
K00943,-0.9452041267,Pyrimidine metabolism
K00757,-0.8514750876,Pyrimidine metabolism
K00226,-1.163160418,Pyrimidine metabolism
K08728,-1.123608099,Pyrimidine metabolism
K02825,-1.153552673,Pyrimidine metabolism
K02823,-1.419683415,Pyrimidine metabolism
K00857,-0.8370183877,Pyrimidine metabolism
K00756,-0.9428678065,Pyrimidine metabolism
K03465,-1.166666965,Pyrimidine metabolism
K00610,-0.4232695475,Pyrimidine metabolism
K02954,-0.9789404034,Ribosome
K02914,-0.9414065918,Ribosome
K02863,-0.9895660054,Ribosome
K02864,-0.9895660054,Ribosome
K02867,-0.9895660054,Ribosome
K02871,-0.9895660054,Ribosome
K02874,-0.9895660054,Ribosome
K02876,-0.9895660054,Ribosome
K02878,-0.9895660054,Ribosome
K02879,-0.9895660054,Ribosome
K02881,-0.9895660054,Ribosome
K02884,-0.9895660054,Ribosome
K02886,-0.9895660054,Ribosome
K02887,-0.9895660054,Ribosome
K02888,-0.9895660054,Ribosome
K02890,-0.9895660054,Ribosome
K02892,-0.9895660054,Ribosome
K02895,-0.9895660054,Ribosome
K02899,-0.9895660054,Ribosome
K02902,-0.9890970334,Ribosome
K02904,-0.9899634215,Ribosome
K02906,-0.9895660054,Ribosome
K02911,-0.9894992028,Ribosome
K02916,-0.9890350811,Ribosome
K02926,-0.9895660054,Ribosome
K02931,-0.9895660054,Ribosome
K02933,-0.9895660054,Ribosome
K02935,-0.9895660054,Ribosome
K02939,-0.9895660054,Ribosome
K02945,-0.9716978148,Ribosome
K02946,-0.9895660054,Ribosome
K02948,-0.9895660054,Ribosome
K02950,-0.9895660054,Ribosome
K02952,-0.9895660054,Ribosome
K02956,-0.9895660054,Ribosome
K02959,-0.9900908222,Ribosome
K02961,-0.9895660054,Ribosome
K02963,-0.9895660054,Ribosome
K02965,-0.9895660054,Ribosome
K02967,-0.9895660054,Ribosome
K02968,-0.9895660054,Ribosome
K02970,-0.9856246974,Ribosome
K02982,-0.9895660054,Ribosome
K02986,-0.9895660054,Ribosome
K02988,-0.9895660054,Ribosome
K02990,-0.9900908222,Ribosome
K02992,-0.9895660054,Ribosome
K02994,-0.9895660054,Ribosome
K02996,-0.9895660054,Ribosome
K02909,-0.915006645,Ribosome
K02907,-0.9341953015,Ribosome
K02913,-1.019925426,Ribosome
K02919,-0.849539022,Ribosome
K13787,-2.004533023,Terpenoid backbone biosynthesis
K00806,-0.9900639166,Terpenoid backbone biosynthesis
K00805,-1.361611433,Terpenoid backbone biosynthesis
K00991,-0.8171624135,Terpenoid backbone biosynthesis
K13789,-1.231260306,Terpenoid backbone biosynthesis
K00919,-0.8833586217,Terpenoid backbone biosynthesis
K01823,-0.9383757209,Terpenoid backbone biosynthesis
K00054,-1.189836855,Terpenoid backbone biosynthesis
K00869,-1.189836855,Terpenoid backbone biosynthesis
K00938,-1.189836855,Terpenoid backbone biosynthesis
K01597,-1.190945562,Terpenoid backbone biosynthesis
K03527,-0.6971327377,Terpenoid backbone biosynthesis
K00099,-0.6774344155,Terpenoid backbone biosynthesis
K03526,-0.6774344155,Terpenoid backbone biosynthesis
K00795,0.8848778782,Terpenoid backbone biosynthesis
K01770,-0.6462761121,Terpenoid backbone biosynthesis
K12506,-1.23629875,Terpenoid backbone biosynthesis
K08641,-0.4745240743,Vancomycin resistance
